,Unnamed: 0,PREFERRED_NAME,SMILES,SIZE,SIZE_CATEGORY,standardized SMILES,INCHIKEY,TSNE1,TSNE2
91,91,C5a-CoA intermediate3,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CC(F)(F)F)O)O,127,very big,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CC(F)(F)F,KEZHGJUPSOUTOA-UHFFFAOYSA-N,-11.02156356,7.3883739732612685
92,92,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],47,medium,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PXUULQAPEKKVAH-UHFFFAOYSA-M,-6.467503489,6.743158830137937
93,93,4:3 FTCA,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],42,medium,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QWHCZVLZUPZGSI-UHFFFAOYSA-M,32.02302738260551,1.8146629220462651
94,94,5:1:2 FTUCA_357,C(C(C(=O)[O-])O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,52,medium,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RAPSXLVXMPNRGD-UHFFFAOYSA-M,27.277979621360746,17.688522182281858
95,95,5:1:2 FTUCA_intermediate4,C(C(C(=O)[O-])O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,45,medium,O=C([O-])C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SZBSIZRQZVQGIQ-UHFFFAOYSA-M,33.47062415752592,1.6624438239374413
96,96,5:1:2 FTUCA_intermediate1,[CH-](C=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,46,medium,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OKYSXUIRJIUDMJ-UHFFFAOYSA-N,21.523598122054132,-14.09729048
97,97,5:1:2 FTUCA,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],56,medium,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BKOBFLVYTXYFQZ-UHFFFAOYSA-M,-10.84976363,-9.904358062
98,97,5:1:2 FTUCA,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],56,medium,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BKOBFLVYTXYFQZ-UHFFFAOYSA-M,-8.424147999,-21.78951718
99,98,5:1:2 FTUCA_307,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)[O-],49,medium,O=C([O-])C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VLQRWBZMXZAWNQ-UHFFFAOYSA-M,-7.364742096,-6.820961705
100,99,5:1:2 FTUCA_intermediate6,C(C(=O)[O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,44,medium,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SWPJKZQOLDEXNB-UHFFFAOYSA-M,5.812611747885524,2.837758838
101,100,5:1:2 FTUCA_intermediate9,C(C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],46,medium,O=C([O-])CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XFXYRIRLWPLYFD-UHFFFAOYSA-M,-22.69101763,-0.965846429
102,101,5:1:2 FTUCA_343,C(C(=O)[O-])(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,51,medium,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RNYBWCYKYRDUSH-UHFFFAOYSA-M,27.129127614154992,17.4406323
103,102,5:3 FTCA,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],49,medium,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-M,31.989567666494455,1.7903909844196328
104,103,5:1:2 FTUCA_339,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)[O-],52,medium,O=C([O-])C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UGMLUHQLUFIGNF-UHFFFAOYSA-M,26.150823259136455,1.7917972506530107
105,104,5:1:2 FTUCA_intermediate2,[C-](=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,44,medium,O=[C-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RMLHIHZKKMIIQD-UHFFFAOYSA-N,-0.504278748,-6.934303931
106,105,5:1:2 FTUCA_289,C(=C\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/C(=O)[O-],45,medium,O=C([O-])C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OYQPFWFQTWYFRR-UHFFFAOYSA-M,-4.587043557,20.03560505560501
107,106,5:2 FTCA,C(C(=O)[O-])C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,48,medium,O=C([O-])CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KDHKNZMUAYFSHV-UHFFFAOYSA-M,-3.784415706,-19.35190375
108,107,5:1:2 FTUCA_intermediate3,C(C(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)[O-],53,medium,O=C([O-])CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCGLSBOPNHAYSS-UHFFFAOYSA-M,-22.69343574,-0.968794418
109,108,5:1:2 FTUCA_intermediate10,C(C(C(C(C(F)(F)F)(F)F)(F)F)O)C(=O)[O-],38,medium,O=C([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)F,MQQQKVVUUWEUMD-UHFFFAOYSA-M,-32.68487207,-5.95940637
110,109,5:1:2 FTUCA_intermediate8,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O)C(=O)[O-],45,medium,O=C([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IRRQWPIJDVAXEQ-UHFFFAOYSA-M,7.762086650443652,6.948028342265572
111,110,4:2 FTCA,C(C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,38,medium,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PMNVMTIBUIRJHZ-UHFFFAOYSA-N,-2.376003165,-19.04329666
112,111,alpha-OH 5:3 FTCA,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,49,medium,O=C(O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RAPSXLVXMPNRGD-UHFFFAOYSA-N,32.78819583424947,1.491840898652853
113,112,5:2 Aldehyde,C(C=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,42,medium,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HVJCLAKQHMMQJA-UHFFFAOYSA-N,3.180040022647279,-15.37519088
114,113,alpha-OH 4:3 FTCA,C(C(C(=O)O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,42,medium,O=C(O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SZBSIZRQZVQGIQ-UHFFFAOYSA-N,32.82780907124568,1.420466549516854
115,114,5:3 UFTCA,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,49,medium,O=C(O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UGMLUHQLUFIGNF-UHFFFAOYSA-N,-16.99512019,12.406673043612894
116,115,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,37,medium,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CXZGQIAOTKWCDB-UHFFFAOYSA-N,28.620857337748646,17.194536713976113
117,116,5:2 FTCA,C(C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,45,medium,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KDHKNZMUAYFSHV-UHFFFAOYSA-N,28.026032603596146,17.117461909835825
118,117,5:3 FTCA,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,46,medium,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ABFCFCPCGMHSRX-UHFFFAOYSA-N,19.380045637263215,0.3743036193139572
119,118,5:2 UFTCA,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,46,medium,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VLQRWBZMXZAWNQ-UHFFFAOYSA-N,-15.55911585,6.543617999515984
120,119,4:3 FTCA,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,39,medium,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QWHCZVLZUPZGSI-UHFFFAOYSA-N,-3.74252095,15.908896933706844
121,120,4:2 sFTOH,CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,34,medium,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OLZBAXOPOHGUSK-UHFFFAOYSA-N,2.4194958725438753,-8.05834335
122,121,4:2 Ketone,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,35,medium,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LPPFRPMJUNOKRS-UHFFFAOYSA-N,7.876075866373712,1.9171353688042945
123,122,3:3 UFTCA,C(=C\C(C(C(F)(F)F)(F)F)(F)F)/C(=O)O,35,medium,O=C(O)C=CC(F)(F)C(F)(F)C(F)(F)F,KRBNWYYINLFKND-UHFFFAOYSA-N,-2.970419987,-14.85377192
124,123,4:2 Aldehyde,C(C=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,35,medium,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PLXBWBKXCKSJRL-UHFFFAOYSA-N,4.289524705541945,-13.68902843
125,124,4:3 UFTCA,C(=C\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,42,medium,O=C(O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OYQPFWFQTWYFRR-UHFFFAOYSA-N,-28.70570949,-18.44460766
126,125,6:2 FtSO2AoS,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,80,big,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RZBHYDQKJKDSNP-UHFFFAOYSA-N,-32.45481781,-1.303970779
127,126,Ketone-6:2 FTSA,C(C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,61,big,O=C(CS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RYYZCEGLQCTTCQ-UHFFFAOYSA-N,33.17921877520772,1.9632050356210315
128,127,OH-6:2 FTSA,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)O,60,big,O=S(=O)(O)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HIURNVGOZFXYRH-UHFFFAOYSA-N,31.765151024057836,2.5054836041272104
129,128,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,44,medium,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PXUULQAPEKKVAH-UHFFFAOYSA-N,-7.650383148,-6.521217656
130,129,6:2 FTS,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,57,medium,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VIONGDJUYAYOPU-UHFFFAOYSA-N,0.9450107192629924,6.691911862893438
131,130,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,51,medium,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,32.90228348,1.1546992454535117
132,131,6:2 FTAL,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,49,medium,O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WJSFZGPTEQNWCB-UHFFFAOYSA-N,9.882777185120288,-12.70331442
133,132,6:2 FTSeAm,CNCCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,big,CNCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ATVLXKVTLCASLQ-UHFFFAOYSA-N,-9.224687874,-7.465499051
134,133,6:2 FTUCA,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,53,medium,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BKOBFLVYTXYFQZ-UHFFFAOYSA-N,-24.25786864,-10.0897005
135,133,6:2 FTUCA,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,53,medium,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BKOBFLVYTXYFQZ-UHFFFAOYSA-N,31.910337335954097,2.791467135883049
136,134,6:2 FTUAL,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C=O,50,medium,O=CC=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IRFCYNBOXLFPAS-UHFFFAOYSA-N,29.28332383127671,16.99844344980272
137,135,5:2 sFTOH,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,41,medium,CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QOYNEVFKTZVANM-UHFFFAOYSA-N,-4.323077935,15.313356251589779
138,136,6:2 FTAB,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],78,big,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],OKOCIUJVPQKDLL-UHFFFAOYSA-N,30.430228709578465,0.4790841393766702
139,137,6:2 FTSAm-PrA,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,65,big,O=C(O)CCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PFQMXWGWLBXTCF-UHFFFAOYSA-N,14.48234707911306,-8.498513281
140,138,6:2 FTCA,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,52,medium,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LRWIIEJPCFNNCZ-UHFFFAOYSA-N,25.003766818850615,5.377524857624212
141,139,6:2 FTS,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,big,O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VIONGDJUYAYOPU-UHFFFAOYSA-M,-12.0465875,10.483607685598836
142,140,6:2 FTSAm,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,57,medium,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SQAFCSVGKMMETM-UHFFFAOYSA-N,-1.131496979,-19.09622698
143,141,6:2 FTOH,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,48,medium,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GRJRKPMIRMSBNK-UHFFFAOYSA-N,-2.941874628,-14.55370639
144,142,6:2 FTPrAm,C(CN)CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,61,big,NCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DLNFICFQUIYVBX-UHFFFAOYSA-N,-12.96525892,10.069565078608305
145,143,6:2 FTAA,CN(C)CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,63,big,CN(C)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TZIPMEZQXPAKPK-UHFFFAOYSA-N,-9.082179956,-7.035087422
146,144,5:2 Ketone,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,42,medium,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HWGNOHFZECDUBX-UHFFFAOYSA-N,17.71832929717423,-2.881940388
147,145,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-N-[3-[hydroxymethyl(methyl)amino]propyl]octane-1-sulfonamide",CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,64,big,CN(CO)CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KGQBAPGQJSLZSK-UHFFFAOYSA-N,-11.35155042,7.5521438186448355
148,146,6:2 FTSAm-PrOH,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,61,big,O=S(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NCCCO,WCTIWFIWSNWSMQ-UHFFFAOYSA-N,14.159875421924434,-9.735570405
149,147,6:2 FTSAm-PrAL,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O,62,big,O=CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JOZNZKNHTRLKIW-UHFFFAOYSA-N,14.417409981778597,-10.22594192
150,148,6:2 FTOH sulfate,C(COS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,61,big,O=S(=O)([O-])OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BGJBRLCWYHDOSY-UHFFFAOYSA-M,6.198468617335189,-19.62895062
151,149,6:2 FTI,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,48,medium,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,NVVZEKTVIXIUKW-UHFFFAOYSA-N,-8.508779356,8.357410992722187
152,150,6:2 FTUI,C(=C\I)/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,51,medium,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CI,WDWNMIBWWPZNJK-UHFFFAOYSA-N,-0.580778472,-21.65488955
153,151,N-Me-6:2 FTSAm-PrA,CN(CCC(=O)O)S(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,66,big,CN(CCC(=O)O)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KYFUWFCEYKEQNS-UHFFFAOYSA-N,12.544646814115188,-10.02897013
154,152,6:2 FTSAm-EtOH,C(CS(=O)(=O)NCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,big,O=S(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)NCCO,BLIWNMRWJWOCKX-UHFFFAOYSA-N,-30.25243865,-6.759992596
155,153,N-Et-6:2 FTSAm,CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,57,medium,CCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YNFDMFIVKADZBI-UHFFFAOYSA-N,6.335424984836858,9.197013228359356
156,154,6:2 FTSAm-ForAL,C(CS(=O)(=O)NC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,big,O=CNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DCBYAGLGFZQCES-UHFFFAOYSA-N,31.35604466690502,2.017240534909885
157,155,6:2 FTUAA,C/[N+](=C\CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/C,70,big,C[N+](C)=CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JGPZALKFXRCUOS-UHFFFAOYSA-N,32.75903915324093,4.145995667355878
158,156,6:2 FTSAm-AcA,C(CS(=O)(=O)NCC(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,64,big,O=C(O)CNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QINMVTQAAHMAJO-UHFFFAOYSA-N,29.065612188971112,17.271876157494773
159,157,6:2 FTSAm-Conjunct-1,CCC(C)C(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,70,big,CCC(C)C(N)C(=O)NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZMCVKRCIDDWZGY-UHFFFAOYSA-N,32.56215719954881,1.1995874813008855
160,158,6:2 FTSAm-Conjunct-2,CCCC(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,67,big,CCCC(N)C(=O)NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JHNORKWWCGWRGL-UHFFFAOYSA-N,-1.603934731,-1.717583849
161,159,6:2 FTNO,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],72,big,C[N+](C)([O-])CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KBDMGVIUNQWTND-UHFFFAOYSA-N,25.720406581514638,-13.21645766
162,160,6:2 FTSAm-AcAL,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,61,big,O=CCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FYLWWOGTNUIFQX-UHFFFAOYSA-N,-4.44261581,24.53297019564568
163,161,5:3 FTU amide,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)N,49,medium,NC(=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BPLMTYVELYZDNI-UHFFFAOYSA-N,11.693811376062325,4.022254497063292
164,162,5:3 ketone aldehyde,C(C=O)C(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,47,medium,O=CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNNRSTICVGKBFL-UHFFFAOYSA-N,-23.90793126,-10.19040897
165,163,3-OH-5:3 acid,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O)C(=O)O,49,medium,O=C(O)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,USTCZZNESVCBNI-UHFFFAOYSA-N,7.616347537621919,6.717898030344702
166,164,3-fluoro 5:3 acid,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,49,medium,O=C(O)CC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VRDYFGAPTXONQX-UHFFFAOYSA-N,32.005145816506584,2.4648096308488445
167,165,6:2 FTS_425,C(=C\S(=O)(=O)[O-])/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,63,big,O=S(=O)([O-])C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DPLOQFIHXVSMMN-UHFFFAOYSA-M,-16.6704272,12.518299586183124
168,166,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],54,medium,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZWBAMYVPMDSJGQ-UHFFFAOYSA-M,-7.533978485,6.638121672999293
169,167,6:2 FTS_393,C(C(=O)[O-])(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,58,medium,O=C([O-])C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VKPVCRZYYZODHS-UHFFFAOYSA-M,32.02919250117128,2.148974014460599
170,168,6:2 FTS_intermediate3,[C-](=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,51,medium,O=[C-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KTUFOTFGTBQEJN-UHFFFAOYSA-N,-7.809639952,-21.72957595
171,169,6:2 FTS_443,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)[O-],63,big,O=S(=O)([O-])CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HIURNVGOZFXYRH-UHFFFAOYSA-M,-15.55175897,-1.78712848
172,170,6:2 FTS_intermediate2,[CH-](C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,53,medium,O=C[CH-]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OLJUFLRPXWPIQQ-UHFFFAOYSA-N,21.426495639729172,-13.97308538
