,Unnamed: 0,SMILES,standardized SMILES,INCHIKEY,TSNE1,TSNE2
264,260,C(C(=O)O)[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)C[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JPJMMYNIRJHUFI-UHFFFAOYSA-N,32.274728403347225,1.9498817869479623
265,261,C(C[NH3+])C[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[NH3+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KHGLZJPYTKGGIG-UHFFFAOYSA-O,31.862772155235554,2.632276786709756
266,262,C(C[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,O=C(O)CC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WTAHNRWTZDPBPP-UHFFFAOYSA-N,31.966206783470717,2.4697838587358136
267,263,C(C[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O,O=CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SCFSWFJOZWFEPI-UHFFFAOYSA-N,31.413906653751777,-1.5652840603450453
268,264,C(C(C(C(F)(F)S(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,O=S([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,IYYLVCKNCOIEJX-UHFFFAOYSA-M,-22.101554870097942,-7.467527174940944
269,265,C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QZHDEAJFRJCDMF-UHFFFAOYSA-M,-9.641634674236677,7.1877179322753815
270,266,C[N+](C)(CCC[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GYUMZOLTMNIHME-UHFFFAOYSA-N,-8.695120059278565,16.643902258747705
271,267,C[NH+](C)CCC[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[NH+](C)CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PWCZPHBZZTYGGK-UHFFFAOYSA-O,31.14128281679763,-1.6423346898853393
272,268,C[NH2+]CCC[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[NH2+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NIHQOAOJQVLBPT-UHFFFAOYSA-O,8.80599924312348,8.475147381784698
273,269,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YGKAWLSSJSOXNM-UHFFFAOYSA-N,26.775177823876177,14.790770713438954
274,270,C(CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,O=C(O)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KAOGRAQZTKDYIY-UHFFFAOYSA-N,-13.613214382167683,-1.1462241482302014
275,271,C(C(=O)O)NS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QMSAJIZZWDYZCW-UHFFFAOYSA-N,24.17108438970555,-13.598257628134528
276,272,C(C[N+])C[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[N+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QBQQNUIKHVUWTJ-UHFFFAOYSA-N,30.53422570069539,-13.278085138533223
277,273,C[N+](C)(CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AJHOIKIILYAOBA-UHFFFAOYSA-N,23.449066243083735,5.655354338642078
278,274,C[N+]CCC[N-]S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YZDXINGFFBUWPW-UHFFFAOYSA-N,27.724504128345576,16.32507896223918
279,275,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KVUZRLRMQJMZBV-UHFFFAOYSA-M,26.12453815389032,1.6868700528587772
280,276,C(C(=O)O)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AYLOUUCBACYHAB-UHFFFAOYSA-N,22.396022440662115,-11.421613668326698
281,277,C[NH2+]CCC[N-]S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[NH2+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QUQDPVUYSNZJST-UHFFFAOYSA-O,31.863248618167848,3.258367877402096
282,278,C[N+](C)(CCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NPRHMPPFGZNNJX-UHFFFAOYSA-N,-8.55998832331383,-7.133793885334867
283,279,C[NH+](C)CCC[N-]S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[NH+](C)CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ILTXPJQTAVSKDE-UHFFFAOYSA-O,27.526082375562755,15.87914994289156
284,280,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,QNDHIRFIMVNHBN-UHFFFAOYSA-N,29.376724114675522,0.3814315846424696
285,281,C(CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,O=C(O)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XODISSAMZUDOQA-UHFFFAOYSA-N,19.489639760479648,-9.264343140005213
286,282,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CKRXVVGETMYFIO-UHFFFAOYSA-N,7.340218883713931,17.715867969204844
287,283,C(C[N+])C[N-]S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[N+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GTUXAIIWLDDSGR-UHFFFAOYSA-N,30.507868249646467,-13.297748278164146
288,284,C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RRRXPPIDPYTNJG-UHFFFAOYSA-N,-5.942042452866645,-9.91371163985624
289,285,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HBZPDQFJYMPSAU-UHFFFAOYSA-M,26.1311212447031,1.685257089995134
290,286,C(C(C(C(C(F)(F)S(=O)=O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=[SH](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ODQDMKJQCXWECR-UHFFFAOYSA-N,26.66977544243026,-8.659913949241158
291,287,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,27.40155420210872,16.023192440398624
292,288,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UUTALSKUEZIRBG-UHFFFAOYSA-M,-22.46175728541464,-0.8785387374858961
293,289,C[N+](C)(CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],C[N+](C)([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MHGNTUMFVTYUDG-UHFFFAOYSA-N,-24.146808161573357,-9.443062322972755
294,290,C(CNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,O=C(O)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AXNOOZOMOPIDDF-UHFFFAOYSA-N,-12.391330510891228,-1.297058193048096
295,291,C(C(=O)O)NS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LQFCGTRMRYTKLO-UHFFFAOYSA-N,28.90160522408935,16.991088083779523
296,292,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)=O)(F)F)(F)F,O=[SH](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DIEDXXJXBQIPEP-UHFFFAOYSA-N,26.64057265962408,1.705754707220582
297,293,C(C[N+])C[N-]S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,[N+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PMTSVMOWLJWLPM-UHFFFAOYSA-N,15.964794699081427,0.729250980262527
298,294,C[N+](C)CCC[N-]S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BMKUPWUNXJMAHR-UHFFFAOYSA-N,26.24330362020648,1.5709030763984206
299,295,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ACEKLXZRZOWKRY-UHFFFAOYSA-N,-11.754507408582116,10.24071490133531
300,296,C(C(C(F)(F)F)(F)F)(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KTCODRNGNIXYDE-UHFFFAOYSA-N,5.760615134971887,7.439401384587643
301,297,C[N+]CCC[N-]S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+]CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BQAYBIGKFFZXFT-UHFFFAOYSA-N,-11.281952581589323,7.601655627409015
302,298,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MJELJHFNXRAPHF-UHFFFAOYSA-N,-11.711402055031048,5.501718819891921
303,299,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PCJKVWPGABCQGW-UHFFFAOYSA-N,28.86516938752315,1.0032577598762964
304,300,C[N+](C)(CCCN(CCC(=O)[O-])S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCC(=O)[O-],C[N+](C)(CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-],MCEHNRJGXCTCKQ-UHFFFAOYSA-M,-27.2658421409952,3.782944767841215
305,301,C[N+](C)(CCCNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(=O)[O-],C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)[O-],JREGIWWPXUQSBC-UHFFFAOYSA-N,-27.081460354308593,3.802177034563916
306,302,C(CNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,O=C(O)CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WIPMNTYSSRXAND-UHFFFAOYSA-N,32.0518480833196,1.7339647652523877
307,303,CN(C)CCCNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,STMOMAISLIDGHH-UHFFFAOYSA-N,-2.7153306086652558,-19.952037413474145
308,304,C[N+](C)(CCCNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],C[N+](C)([O-])CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YHXVORTWNXVWIA-UHFFFAOYSA-N,18.41762685360138,-2.5114269198313686
309,305,C(CN)CNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YIQVOMZDSOSAQY-UHFFFAOYSA-N,27.35992680877186,17.889359592273472
310,306,CNCCCNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CNCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CIHUQYRKXMQLDI-UHFFFAOYSA-N,29.62082981424092,0.9287665797293848
311,307,C(=O)(C(C(=O)O)(F)F)O,O=C(O)C(F)(F)C(=O)O,LIHVFFFGWFBSAT-UHFFFAOYSA-N,-7.972220136992739,-18.22944920609489
312,308,C(CO)C(C(C(C(C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XETVAXJOHQIQKB-UHFFFAOYSA-N,-3.4797832878757538,-14.77781852307142
313,309,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(C(C(=O)O)(F)F)(F)F,O=C(O)C(F)(F)C(F)(F)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,IJQRBRVPZMJBTA-UHFFFAOYSA-N,-3.4627823563545026,-14.805752917458525
314,310,C(=C(\C(C(C(=O)O)(F)F)(F)F)/F)/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YVTQCRKQLRTFCG-UHFFFAOYSA-N,32.37064860353508,2.2384422296343534
315,311,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,ZNFTUYQJGBTNDV-UHFFFAOYSA-N,17.847810019321894,-2.922123242404617
316,312,C(C(=O)O)C(C(C(C(C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SBVPNSCUXKFSLE-UHFFFAOYSA-N,-2.2861571139112296,-15.652223223311479
317,313,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(C(C(C(=O)O)(F)F)(F)F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,GLZPNOSQIXWAGX-UHFFFAOYSA-N,5.775085190682975,17.39264152557492
318,314,C(=O)(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)O,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,AXRSOGFYDSXLQX-UHFFFAOYSA-N,4.110721897188186,-12.477475059281245
319,315,C(=C(\C(C(C(C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RMYPQKNLXUXTFZ-UHFFFAOYSA-N,20.449016198398507,-10.995019186200603
320,316,C(=C(\C(C(C(C(/C=C(/C(C(C(F)(F)F)(F)F)(F)F)\F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C(F)C(F)(F)C(F)(F)C(F)(F)F,YBHZNIRKOSXPLA-UHFFFAOYSA-N,32.771982567938174,1.6299223908456313
321,317,C(=C(\C(C(=O)O)(F)F)/F)/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=C(O)C(F)(F)C(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,JSBAAVPRTSOXFE-UHFFFAOYSA-N,14.813182550648193,0.2423259239819099
322,318,C(=C(\C(C(C(C(=O)O)(F)F)(F)F)(F)F)/F)/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PQFUIHDRZJMRGH-UHFFFAOYSA-N,28.96462921261063,17.49633344524274
323,319,C(=C(\C(C(C(/C(=C/C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)(F)F)(F)F)(F)F)/F)/C(=O)O,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NZPLNEAQRLWFQZ-UHFFFAOYSA-N,32.0485525070697,2.9060337760724293
324,320,C(=O)(C(C(C(C(=O)O)(F)F)(F)F)(F)F)O,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(=O)O,CCUWGJDGLACFQT-UHFFFAOYSA-N,-7.935977609452295,-18.199384952223046
325,321,C(=O)(C(C(C(=O)O)(F)F)(F)F)O,O=C(O)C(F)(F)C(F)(F)C(=O)O,YUDUFRYTKFGQCL-UHFFFAOYSA-N,-3.4904282567361142,-14.802311843463373
326,322,CCN(CC=O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CC=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,XTDWNFSGEJYBPD-UHFFFAOYSA-N,26.470712546815797,1.9048051260480447
327,323,C(CO)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,AZJIYAIYELWMPL-UHFFFAOYSA-N,-30.252214973049547,-6.85429625075334
328,324,C(C=O)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DTKWOQZHQQMDSO-UHFFFAOYSA-N,20.430151764048116,-7.010312696624111
329,325,CCN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HUFHNYZNTFSKCT-UHFFFAOYSA-N,30.128584426192496,1.6889907798757602
330,326,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCEKAJIANROZEO-UHFFFAOYSA-N,-6.0214376653948625,-9.937238899140462
331,327,C(CCCNC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCNC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(NCCCCCCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZZPHVBISPDCCKL-UHFFFAOYSA-N,-33.323316820186434,-6.345660811117125
332,328,C(C(C(C(C(F)(F)S(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,O=S(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,DFCYBFLXCKGZML-UHFFFAOYSA-N,-0.5769110554663469,-25.557900057406382
333,329,C(CN)CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,NCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,HNNXJRYSGJHZSQ-UHFFFAOYSA-N,-29.98390456784741,-7.087684302547427
334,330,C(CNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O,O=CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PVZBVAJZWYEMRF-UHFFFAOYSA-N,-30.091393401244456,-6.832116721707789
335,331,C[N+](C)(C)CCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OWBYGXNKMFLAMD-UHFFFAOYSA-N,24.95242257480976,0.7004172367493622
336,332,CNCCCNS(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CNCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,RZNOCGYUCRRPCI-UHFFFAOYSA-N,-24.346706854198743,-9.989110968063722
337,333,C(CO)NC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZATOFJIVPAZTIE-UHFFFAOYSA-N,17.875840001373035,-2.43565209725094
338,334,C(C=O)NC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,VCWMBPUCYNETON-UHFFFAOYSA-N,-8.788077050062236,3.8931556788747437
339,335,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UGMUDSKJLAUMTC-UHFFFAOYSA-N,16.159615325866458,-2.7427266976827576
340,336,C(C(=O)O)NC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=C(O)CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KZYDHGQYENTJQK-UHFFFAOYSA-N,22.052887701992415,-14.088911112089752
