PREFERRED_NAME,INCHIKEY,SMILES
Perfluoroalkyl Hexadecanedioic acid,AHPNUZPODAGHJZ-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoroalkyl (linear) dicarboxylic acids;Perfluoroalkyl Nonanedioic acid,WRYSWXOLGMKBKW-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoroalkyl Pentadecanedioic acid,XOLPMAUNTYNKPF-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoroalkyl Undecanedioic acid,RZXRFBVDLRTOQW-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
6:2 fluorotelomer thia propanoamido propanoamido propanoic acid,UPPYNYOCNDYVKC-UHFFFAOYNA-N,C(CSCCC(C(C(C(C(C(C(CF)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NCC(=NCC(=O)O)O)O
6:2 fluorotelomer thia propanoamido propanoic acid,ICENWZFKQBXLLD-UHFFFAOYSA-N,C(CSCCC(C(C(C(C(C(CF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=NCC(=O)O)O
6:2 fluorotelomer thia propanoyl oxy propanoic acid,XXFSVAYXYBJXGQ-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CSCCC(=O)OCC(=O)O
Perfluoro Ether dodecanoic acid;Perfluoro-n-methoxy decanoic acid,MRLPVROGOQAYDW-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether heptadecanoic acid;Perfluoro-n-methoxy tetradecanoic acid,GDCMLGUPOWUOIL-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether hexadecanoic acid;Perfluoro-n-methoxy tridecanoic acid,KIRIUPWIMBVGOG-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether tridecanoic acid;Perfluoro-n-methoxy dodecanoic acid,ARUMSHADURRXBN-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether ttetradecanoic acid;Perfluoro-n-methoxy dodecanoic acid,BOQFNZNZFMLWHG-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
p-per?uorous nonenoxybenzenesulfonate;p-per?uorous nonenoxybenzenesulfonate,VNGBANOXNNXMES-BQYQJAHWNA-N,c1cc(ccc1OC(/C(=C(/C(C(F)(F)F)(C(F)(F)F)F)\F)/C(F)(F)F)(C(C(F)(F)F)(F)F)F)S(=O)(=O)O
Hydrogen-substituted Unsaturated Perfluoro dietherhaxane sulfonic acid,GDNUBZLMHIOVLD-UHFFFAOYSA-N,C(=O)C(F)(F)OC(C(F)(F)S(=O)(=O)O)(F)F
Sulfo-Perfluoro butoxy ethanoic acid,QGCIIJFCOLLTLU-UHFFFAOYSA-N,C(=O)(C(C(F)(F)OC(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)O
Sulfo PerFluorobutanoic Acid,HMUGTRCGMCJEMD-UHFFFAOYSA-N,C(=O)(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)O
"TriHydrogen-substituted perfluoroOctadecanoic Acid;perfluorobutane carboxylate (+3H, -3F), 3-Hydro substituted perfluorocarboxylates",BTFAYVOTLGLAAJ-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O
Unsaturated  PerFluorohexanoic Acid,ZHRXLKJGSKWIRQ-OWOJBTEDSA-N,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)(/C(=O)O)\F
10:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,OEQOUXAIMUOLEU-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
12:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,CXZZTOLJZYOJOY-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
2:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,KHAZIPNFUKXOFO-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(F)(F)F)(F)F)O
4:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,HSPVAOUCPOEHAE-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O
6:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,QULJZDFLRUQGKR-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
8:2 Fluorotelomer sulfonamido propyl hydroxy dimethyl amine,SBUYILVLLMPJLP-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
C4F9-O-CH2COOH;DiHydrogen-substituted fluoro Ether Heptane sulfonic acid,ZQCRIOXXOXFNAS-UHFFFAOYSA-N,C(C(=O)O)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
C3F7-O-CH2COOH;DiHydrogen-substituted fluoro Ether Hexane sulfonic acid,PHFJMGZBPBUZQS-UHFFFAOYSA-N,C(C(=O)O)OC(C(C(F)(F)F)(F)F)(F)F
"10:2/8:2 fluorotelomer phosphate diester;x:2/y:2 FTOH disubstituted phosphate surfactant, Disubstituted phosphate surfactants, Di-Substituted polyfluorinated phosphate esters",QPPHWXRTCDRBIC-UHFFFAOYSA-N,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"12:2/10:2 fluorotelomer phosphate diester;x:2/y:2 FTOH disubstituted phosphate surfactant, Disubstituted phosphate surfactants, Di-Substituted polyfluorinated phosphate esters",PCKSNCAPJGICIG-UHFFFAOYSA-N,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"14:2/12:2 fluorotelomer phosphate diester;x:2/y:2 FTOH disubstituted phosphate surfactant, Disubstituted phosphate surfactants, Di-Substituted polyfluorinated phosphate esters",OYBYGZHBSDSBML-UHFFFAOYSA-N,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
6:2 fluorotelomer phosphate triester;x:2/y:2/z:2 FTOH trisubstituted phosphate surfactant,SRJYMNPZPNZELN-UHFFFAOYSA-N,C(COP(=O)(OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OCCC(C(F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
11:2 fluorotelomer acrylate;Fluoroacrylate,MEFCXRDRBWAAPP-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
13:2 fluorotelomer acrylate;Fluoroacrylate,CZUPZRMZGKHZGD-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5:2 fluorotelomer acrylate;Fluoroacrylate,HBWWNJPFLGFRPH-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
9:2 fluorotelomer acrylate;Fluoroacrylate,BLCVCWDKPZTNAI-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
CF3-O-CF2-CF2-CF2-O-CF2-CF2-O-CH2COOH;DiHydrogen-substituted fluoro triether Undecanoic acid,JLMOIMFNFKVBGG-UHFFFAOYSA-N,C(C(=O)O)OC(C(F)(F)OC(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F
Perfluoro diEther decananoic acid,MIWOJKWIDYQFAX-UHFFFAOYSA-N,C(=O)(C(C(F)(F)OC(C(F)(F)OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"Perfluoro diEther heptananoic acid;Perfluoro(4,6-dioxaheptanoic) acid (PFO2HpA)",DFPNXQNFCGNFTJ-UHFFFAOYSA-N,C(=O)(C(C(F)(F)OC(F)(F)OC(F)(F)F)(F)F)O
Perfluoro diEther undecananoic acid,VBKMABHSSOZUEG-UHFFFAOYSA-N,C(=O)(C(C(F)(F)OC(C(F)(F)OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"Asahi's product, perfluoroethoxy ethoxy acetate, Perfluoro-3-oxa-oct-6-enoic acid, 4,7-PFO2OA, 3,6-PFO2OA, perfluoromethoxy ethoxy propanoic acid;Perfluoro diEther octananoic acid",JZJXEBUWIKKBCI-UHFFFAOYSA-N,C(=O)(C(C(F)(F)OC(C(F)(F)OC(F)(F)F)(F)F)(F)F)O
Unsaturated fluoro diEther decanoic acid,PUTZKRXUAXNDGG-OWOJBTEDSA-N,C(=C(\F)/OC(C(C(F)(F)F)(F)F)(F)F)(/F)\OC(C(C(=O)O)(F)F)(F)F
"Dihydrogen-substituted perfluoroButanoic acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",NFPKGOYZJQGPFY-UHFFFAOYSA-N,C(C(C(=O)O)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroPentanoic acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",QJWOOTKIRTYVBZ-UHFFFAOYSA-N,C(C(C(C(=O)O)(F)F)(F)F)C(F)(F)F
"DiHydrogen-substituted perfluoroHexanoic acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",HCNYNBZMJQNSCY-UHFFFAOYSA-N,C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroHeptanoic acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",KFFYWBMSQDDELH-UHFFFAOYSA-N,C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroOctanoic acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",DPQQJVHQPPNUIR-UHFFFAOYSA-N,C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroNonanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",JWVGYFYOXOGABM-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroDecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",XZHUSPDGVOSWEM-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroUndecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",CTSKSWZOSHCZGV-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroDodecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",VJZRKDTXAPCWAF-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroTridecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",TZOUVIGGQOBDDB-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroTetradecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",KQYABGGTEKHZNV-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroPentadecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",IYBHKIZVNLWQPY-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroHexadecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",GMQRVIJEDGIICW-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
"Dihydrogen-substituted perfluoroHeptadecanoic Acid;perfluorobutane carboxylate (+2H -2F), 2-Hydro substituted perfluorocarboxylates",JTPWERRONSNKHK-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F
Chloro-Perfluoro Ether hexanoic acid,GIRIFIKOTUPBFK-UHFFFAOYSA-N,C(=O)(C(C(C(F)(F)OC(Cl)(F)F)(F)F)(F)F)O
"C3F7-O-CF2-CHF-CF2-O-CH2COOH, CF3-O-CF2-CF2-CF2-O-CHF-CF2-O-CH2COOH;TriHydrogen-substituted fluoro diether decanoic acid",DIAYCAFMRNHNEA-UHFFFAOYSA-N,C(C(=O)O)OC(C(C(F)(F)OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F
N-sulfopropyl ethyl-perfluoropentane amide,FPJPEVFIMQBUHS-UHFFFAOYSA-N,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
N-sulfopropyl ethyl-perfluorohexane amide,OSCBLTKRWQMNEZ-UHFFFAOYSA-N,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
N-sulfopropyl ethyl-perfluoroheptane amide,PFFGXDNAVCEOSR-UHFFFAOYSA-N,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"N-sulfopropyl ethyl-perfluorooctane amide;Sodium 3-[ethyl(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl)amino]propane-1-sulfonate ",AKGRMFPMFPLGPZ-UHFFFAOYSA-N,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-sulfopropyl ethyl-perfluorononane amide,FIWNAJCSYHMJOT-UHFFFAOYSA-N,CCN(CCCS(=O)(=O)O)C(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether buthane  sulfonic acid,NTCXRUBOSUGPFP-UHFFFAOYSA-N,C(=C(F)OC(F)(F)S(=O)(=O)O)(F)F
Unsaturated Perfluoro Ether pentane  sulfonic acid,BSJWZISVMPPTAG-UHFFFAOYSA-N,C(=C(F)OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F
Unsaturated Perfluoro Ether hexane  sulfonic acid,NTLHSYLHWWXHDY-UHFFFAOYSA-N,C(=C(F)OC(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether hepane  sulfonic acid,IBEQDPCPELQVQL-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether octane  sulfonic acid,ODDJTPGCGOHEKF-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether nonane  sulfonic acid,WSXMBLBWFDIBIK-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether decane  sulfonic acid,SBHYFDWRFHWGCG-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether undecane  sulfonic acid,SPVKEWVOGTVFPM-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether dodecane  sulfonic acid,BFOVGCFHISDIDP-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether tridecane  sulfonic acid,XIIVEGTVCOSMEF-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether tetradecane  sulfonic acid,PTYLYQSEYNVAQM-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Unsaturated Perfluoro Ether pentadecane  sulfonic acid,NUTYEJULENQQSC-UHFFFAOYSA-N,C(=C(F)OC(C(C(C(C(C(C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Hydrogen-substituted Perfluoroalkyl Decanedioic acid,WBLONSRMHCPJFQ-UHFFFAOYNA-N,C(C(=O)O)(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
H-substituted Perfluoroalkyl (linear) dicarboxylic acid;Hydrogen-substituted Perfluoroalkyl Nonanedioic acid,ANWQAFOQTZKSNU-UHFFFAOYNA-N,C(C(=O)O)(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
10:2 fluorotelomer phosphonic acid,ADIILDCWTXKHFO-UHFFFAOYNA-N,CC(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
12:2 fluorotelomer phosphonic acid,WHYKSUZSNZGQFS-UHFFFAOYNA-N,CC(C(C(C(C(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3:2 fluorotelomer acrylate;Fluoroacrylate,PRRFOECLEWBMDV-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(F)(F)F)(F)F)(F)F
4:2 fluorotelomer phosphonic acid,WCLZFOWGDSZKOW-UHFFFAOYNA-N,CC(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F
"2-(Perfluorohexyl)ethylphosphonic acid, 1H,1H,2H,2H-Perfluorooctanephosphonic acid;6:2 fluorotelomer phosphonic acid",ASUFXYMRVNGVEW-UHFFFAOYNA-N,CC(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 fluorotelomer phosphonic acid,OGTWEZZNMLDQGP-UHFFFAOYNA-N,CC(C(C(C(C(C(C(C(C)(F)P(=O)(OF)OF)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
4:2 Fluorotelomer sulfonamido propyl hydroxyl amine,VHHBDJIRSNBYTL-UHFFFAOYSA-N,CCCN(CCO)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
8:2 Fluorotelomer sulfonamide,KPKNXLXTIGTOGM-UHFFFAOYSA-N,C(CN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O
3:1 Fluorotelomer ether acetate,BCUUQYGJSXNMNW-UHFFFAOYSA-N,CC(C(C(C(C(=O)F)(F)F)(F)F)(F)F)(O)O
4:1 Fluorotelomer ether acetate,GDIYUSKIIANELG-UHFFFAOYSA-N,CC(C(C(C(C(C(=O)F)(F)F)(F)F)(F)F)(F)F)(O)O
1-Ethyl perfluorohexane sulfonamido polyethylene glycol ;N-Ethyl perfluoroalkyl sulfonamido polyethylene glycol ,YDGYYISTVLSCCC-UHFFFAOYSA-N,CCN(CCOCCO)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1-Ethyl perfluorooctane sulfonamido polyethylene glycol ;N-Ethyl perfluoroalkyl sulfonamido polyethylene glycol ,PITHXNPHTSFHSW-UHFFFAOYSA-N,CCN(CCOCCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5:1 Fluorotelomer ether acetate,XMJWMIAGYHPANB-UHFFFAOYSA-N,C(C(=O)O)OC(C(C(C(C(CF)(F)F)(F)F)(F)F)(F)F)(F)F
N-dihydroxyethyl amino 10:2/8:2 fluorotelomer phosphate diester,CINOPTADZZPUKJ-UHFFFAOYSA-N,C(COP(=O)(OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)ON(CCO)CCO)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
8:2 fluorotelomer thia propanoamido propanoic acid,SHIWAXLJNZUDSW-UHFFFAOYNA-N,C(CC(C(=O)CCSC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N)CC(=O)O
6:2 Fluorotelomer sulfonamido propyl hydroxymethyl methyl amine,PWMRBAFKFYHSPY-UHFFFAOYSA-N,C(CCN(CCCO)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CN
Perfluoro Ether octanoic acid,UXGAQCSBFTUZAD-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether nonanoic acid,IGAVKOUXMWZQOV-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
8:1 Fluorotelomer ether acetate,NGXUCWBHJUZJMK-UHFFFAOYSA-N,C(C(=O)O)OCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Hydrodo-Unsatudared Perfluoro-n-hepanoxy ethanoic acid;Hydrogen-substituted Unsaturated-PerFluoro Ether Decanoic Acid,WZWMEAVQDWVDLV-UHFFFAOYNA-N,C(C(C(C(C(=C(C(F)(F)F)F)F)(F)F)(F)F)(F)F)OC(C(=O)O)F
Perfluoroalkyl Tetradecanedioic acid,UKSIVJMJWXWJRY-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoroalkyl Tridecanedioic acid,IKDIDBNVYPGSQG-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
Perfluoro Ether dodecanoic acid;Perfluoro-n-methoxy nonanoic acid,ZWETYIWVUKHRIY-UHFFFAOYSA-N,C(=O)(C(C(C(C(C(C(C(C(F)(F)OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
