PREFERRED_NAME,INCHIKEY,SMILES
"1-Heptanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-;Perfluoroheptanesulphonyl fluoride;pentadecafluoroheptane-1-sulfonyl fluoride",FBIOXUYLJVKPPG-UHFFFAOYSA-N,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F
"(Perfluorohexyl)ethylene;3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene;C8 Gamma-Omega Perfluoro Alpha-Alkene",FYQFWFHDPNXORA-UHFFFAOYSA-N,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"(7E)-1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Triacontafluorohexadec-7-ene",JISMRVMIFFWXIX-UHFFFAOYSA-N,C(=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,14-Hexacosafluorotetradec-7-ene",SFEKJPRYZMFTFH-UHFFFAOYSA-N,C(=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"(3E)-5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluorodeca-1,3-diene",HALRAMNRSBXAOM-UHFFFAOYSA-N,C=CC=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooct-1-ene",WDWNMIBWWPZNJK-UHFFFAOYSA-N,C(=CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,2,3,4,4,5,5,6,6,7,7,7-tridecafluorohept-2-en-1-ol;Perfluoroheptanal",YYYONDXERNIFKX-UHFFFAOYSA-N,C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Oxirane, trifluoro(tridecafluorohexyl)-",LGAZGMJSVLHBEF-UHFFFAOYSA-N,C(C(C(C1(C(F)(F)O1)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
2-Iodo-3-(tridecafluorohexyl)thiophene,RKYATAJCHIWJFK-UHFFFAOYSA-N,c1csc(c1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
"1,3-Bis(tridecafluorohexyl)benzene",PJIMUKRRXVIXOA-UHFFFAOYSA-N,c1cc(cc(c1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1-Bromo-3-(tridecafluorohexyl)benzene,IWLWYBHBNRALOG-UHFFFAOYSA-N,c1cc(cc(c1)Br)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1'-[1,3-Phenylenebis(oxy)]bis[3-(tridecafluorohexyl)benzene]",DDACECXMWPRJCY-UHFFFAOYSA-N,c1cc(cc(c1)Oc1cccc(c1)Oc1cccc(c1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1-Bromo-4-(tridecafluorohexyl)benzene,GKOWYWPSKDBJAF-UHFFFAOYSA-N,c1cc(ccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br
1-[4-(Tridecafluorohexyl)phenyl]pyridin-4(1H)-one,HNLQYAWUSZHFES-UHFFFAOYSA-N,c1cc(ccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n1ccc(=O)cc1
Tris[4-(tridecafluorohexyl)phenyl]phosphine,PJQMFFDXUGYQTO-UHFFFAOYSA-N,c1cc(ccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)P(c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1-Iodo-4-(tridecafluorohexyl)benzene,ZOZQDJSXCZKCEN-UHFFFAOYSA-N,c1cc(ccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
"1,1'-Oxybis[4-(tridecafluorohexyl)benzene]",CLBGZIRSQYPYBK-UHFFFAOYSA-N,c1cc(ccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Oc1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"5-Bromo-5'-(tridecafluorohexyl)-2,2'-bithiophene",VOBUCWYYRVENGT-UHFFFAOYSA-N,c1cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)sc1c1ccc(Br)s1
"1~5~,4~5~-Bis(tridecafluorohexyl)-1~2~,2~2~:2~5~,3~2~:3~5~,4~2~-quaterthiophene",UBMTYFFPSPVBSP-UHFFFAOYSA-N,c1cc(c2ccc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)s2)sc1c1ccc(c2ccc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)s2)s1
"5-(Tridecafluorohexyl)-2,2'-bithiophene",KILCWELZTSEPSB-UHFFFAOYSA-N,c1cc(c2ccc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)s2)sc1
(Tridecafluorohexyl)benzene,CDMCLELUDINUDU-UHFFFAOYSA-N,c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
N-Phenyl-N'-[2-(tridecafluorohexyl)phenyl]urea,PXRFFHCMLAVCDR-UHFFFAOYSA-N,c1ccc(cc1)N=C(Nc1ccccc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
"Thiophene, 2-(tridecafluorohexyl)-",QALDKDRKOUMDGV-UHFFFAOYSA-N,c1cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)sc1
2-Iodo-4-(tridecafluorohexyl)thiophene,IHWUPJCZUQXEQR-UHFFFAOYSA-N,c1c(csc1I)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3-(Tridecafluorohexyl)thiophene,LETXBCZWFVRELS-UHFFFAOYSA-N,c1cscc1C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3,3'-(1,4-Phenylene)bis[5-(tridecafluorohexyl)-1,2,4-oxadiazole]",ZTSUPFXJRAWYNA-UHFFFAOYSA-N,c1cc(ccc1c1nc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)on1)c1nc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)on1
"3-Phenyl-5-(tridecafluorohexyl)-1,2,4-oxadiazole",FTSLLNVJWFPHQG-UHFFFAOYSA-N,c1ccc(cc1)c1nc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)on1
2-(Tridecafluorohexyl)-1H-benzimidazole,IHKGKJQHIIWIAQ-UHFFFAOYSA-N,c1ccc2c(c1)nc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[nH]2
"1-Benzoyl-3,5-bis(perfluorohexyl)pyrazole",IPYGQAQYTYRSSI-UHFFFAOYSA-N,c1ccc(cc1)C(=O)n1c(cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
3-(Perfluorohexyl)-5-phenyl-1H-pyrazole,VMNRZBDGGQYZPX-UHFFFAOYSA-N,c1ccc(cc1)c1cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n[nH]1
"1,1,1,2,2,3,3,4,4,5,5,6,6,8,8-Pentadecafluoro-10-iododecane",MVOSMHMFUFQGRI-UHFFFAOYSA-N,C(CI)C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6,8,8-Pentadecafluoro-8-iodooctane",XNAOJNAVGJFVSG-UHFFFAOYSA-N,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)I
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,11,11,12,12,13,13,14,14,15,15,16,16,16-Triacontafluoro-9-iodohexadecane",PYZYVYJSLXQWJG-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,14-Hexacosafluoro-7-iodotetradecane",VNKUHJSRWROOHW-UHFFFAOYSA-N,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6,12,12,13,13,14,14,15,15,16,16,17,17,17-Hexacosafluoro-8,10-diiodoheptadecane",ITRVJOXJQVPORW-UHFFFAOYSA-N,C(C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
"1,1,1,2,2,3,3,4,4,5,5,6,6,13,13,14,14,15,15,16,16,17,17,18,18,18-Hexacosafluoro-8,11-diiodooctadecane",YTTJEDNFUNDSGW-UHFFFAOYSA-N,C(CC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
"1,1,1,2,2,3,3,4,4,5,5,6,6,15,15,16,16,17,17,18,18,19,19,20,20,20-Hexacosafluoro-8,13-diiodoicosane",JFGKJLVJKBJQJJ-UHFFFAOYSA-N,C(CCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)CC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
Bis((perfluorohexyl)ethyl)stannanone,VCPJPAQHWCNPKF-UHFFFAOYSA-N,[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[O].[Sn]
Phenyltris((perfluorohexyl)ethyl)stannane,AQCCETXOSNSMHS-UHFFFAOYSA-N,[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.c1cc[c]cc1.[Sn]
"Allyltris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)stannane",RMDIHFFKXXTNGQ-UHFFFAOYSA-N,[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C=C[CH2].[Sn]
Tris((perfluorohexyl)ethyl)stannane,XDEOXVCAUPQFMU-UHFFFAOYSA-N,[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[CH2]CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Sn].[H]
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctanal",WJSFZGPTEQNWCB-UHFFFAOYSA-N,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"3-(Perfluorohexyl)-1,2-epoxypropane",KGYUZRBIQCDOCN-UHFFFAOYSA-N,C(C1CO1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4-(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)-1,3-dioxolan-2-one",PXAIBOJBLYQOTQ-UHFFFAOYSA-N,C(C1COC(=O)O1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-bromo-1h,1h,2h,2h-perfluorooctane",AJIHCPVPJZKWAJ-UHFFFAOYSA-N,C(CBr)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-1-oxononyl)-2,5-pyrrolidinedione",HHEVANWCCJRBAP-UHFFFAOYSA-N,C1CC(=O)N(C1=O)C(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-[(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononanoyl)oxy]pyrrolidine-2,5-dione",ATDSDUMFZUDFRA-UHFFFAOYSA-N,C1CC(=O)N(C1=O)OC(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,3-Bis[4-(ethenyloxy)butyl] 2-(perfluorohexyl)ethylpropanedioate",HFIWGHMGTAOCRO-UHFFFAOYSA-N,C=COCCCCOC(=O)C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)OCCCCOC=C
"1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,14-Hexacosafluorotetradecane",ZPTLSCUEQZRKEY-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-Bromo-4-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)benzene",INTYDOLPAWEEIL-UHFFFAOYSA-N,c1cc(ccc1CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Br
"Tris[4-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phenyl]phosphine",FQHAQDHIVUWHLC-UHFFFAOYSA-N,c1cc(ccc1CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)P(c1ccc(cc1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Phenylbis[4-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phenyl]phosphane",GNCTUKGIBHXUPH-UHFFFAOYSA-N,c1ccc(cc1)P(c1ccc(cc1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1ccc(cc1)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"N-[4-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)benzyloxycarbonyloxy] succinimide",XLFQCGUSTBBBAK-UHFFFAOYSA-N,c1cc(ccc1CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COC(=O)ON1C(=O)CCC1=O
"[2,7-Bis((perfluorohexyl)ethyl)-9H-fluoren-9-yl]methyl carbonochloridate",ZJELYAAWYLRRJI-UHFFFAOYSA-N,c1cc2c3ccc(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)cc3C(COC(=O)Cl)c2cc1CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
CTK5F5734,LPSJVRKHQCWHPG-UHFFFAOYSA-N,c1ccc(cc1)CC1C(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC(=N1)O
"10-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorodecane",YRVYJBQNWNWCQB-UHFFFAOYSA-N,C(CCBr)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6,13,13,14,14,15,15,16,16,17,17,18,18,18-Hexacosafluorooctadecane",MMCIGPKUQANRMI-UHFFFAOYSA-N,C(CCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadecanoyl chloride",CLTPPAJDTWVGMU-UHFFFAOYSA-N,C(CCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCC(=O)Cl
"1,1,1,2,2,3,3,4,4,5,5,6,6,17,17,18,18,19,19,20,20,21,21,22,22,22-Hexacosafluorodocosane",PUQDQKFGPNVJDT-UHFFFAOYSA-N,C(CCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"17-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoroheptadecane",LDUXQPXCIDUCDA-UHFFFAOYSA-N,C(CCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCBr
(11-(F-Hexyl)undecyl) dimorpholinophosphoramidate,NENILPRVDJSLAG-UHFFFAOYSA-N,C(CCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCOP(=O)(N1CCOCC1)N1CCOCC1
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-10-iododecane",VRCPRBGZFGTRGS-UHFFFAOYSA-N,C(CCI)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluorodecyl prop-2-enoate",UOJGGAYAADUVAH-UHFFFAOYSA-N,C=CC(=O)OCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-9-iodononane",DBWLHXGWJWZTDX-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CI
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl chloride",TYIZCYGZKIZQIH-UHFFFAOYSA-N,C(CCl)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)-1H-pyrrole-2,5-dione",XCBJTYHAGWXMIM-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CN1C(=O)C=CC1=O
"2-Iodo-N-(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)acetamide",SAQMTNGZQLPXJU-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CN=C(CI)O
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl prop-2-enoate",NNGYYMQQINPHJN-UHFFFAOYSA-N,C=CC(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Bis(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl) diazene-1,2-dicarboxylate",DYPPJKHPJMGHKW-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COC(=O)N=NC(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"2-Chloro-4,6-bis[(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)oxy]-1,3,5-triazine",CBCNBGCPSUHKHN-UHFFFAOYSA-N,C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)COc1nc(Cl)nc(n1)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane;1H,1H,2H,2H-Perfluorooctyl iodide;C8 Gamma-Omega Perfluoro Iodine",NVVZEKTVIXIUKW-UHFFFAOYSA-N,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-isocyanatooctane",BYGOEEHSQCEGHN-UHFFFAOYSA-N,C(CN=C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
((Perfluorohexyl)ethyl)-2-chloropropenoate,HIRPFUWZIZCTAN-UHFFFAOYSA-N,C=C(C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Cl
6:2 Fluorotelomer acrylate;Fluoroacrylate,VPKQPPJQTZJZDB-UHFFFAOYSA-N,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) 2-methylidenebutanedioate",INMZEORJCBRDMK-UHFFFAOYSA-N,C=C(CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Bis((perfluorohexyl)ethyl) diazene-1,2-dicarboxylate",FTWZHENHOZOCPQ-UHFFFAOYSA-N,C(COC(=O)N=NC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Ethenyl 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl carbonate",GHCQRPYPKRXNOF-UHFFFAOYSA-N,C=COC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-[(prop-2-yn-1-yl)oxy]octane",UHVIBVXXGUDLQH-UHFFFAOYSA-N,C#CCOCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-[(prop-2-en-1-yl)oxy]octane",GPVGUNIIVWJTLK-UHFFFAOYSA-N,C=CCOCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"5-{[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]methyl}-1H-1,2,3-triazole",ISNNMOKXAQYECI-UHFFFAOYSA-N,C(COCc1cnn[nH]1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"2-{[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]methyl}oxirane",DRSDQADBHIDJCU-UHFFFAOYSA-N,C(COCC1CO1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"Tris(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) phosphate",LCACBPBFZQHXSG-UHFFFAOYSA-N,C(COP(=O)(OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
2-(Perfluorohexyl)ethanethiol,GTPHVVCYEWPQFE-UHFFFAOYSA-N,C(CS)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"8-(2-Chloroethanesulfonyl)-1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluorooctane",REEZRLCBIOJNCB-UHFFFAOYSA-N,C(CS(=O)(=O)CCCl)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1-Octanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-",NDBZVZPOTNLWLU-UHFFFAOYSA-N,C(CS(=O)(=O)Cl)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"C8 Gamma-Omega perfluoro thiocyanic alkyl ester;Thiocyanic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl ester;[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]carbonitrile",RJSWEHLKQSQEHW-UHFFFAOYSA-N,C(CSC#N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]butane-1-thiol",IWRNCVRDDHBTAD-UHFFFAOYSA-N,C(CCSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CS
"Bis[3-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylsulfanyl)propyl] But-2-enedioate",TYMGDYKDZSSLJM-UHFFFAOYSA-N,C(COC(=O)C=CC(=O)OCCCSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
"1H,1H-Tridecafluoro-1-iodoheptane",GBDROMNKGSCMDH-UHFFFAOYSA-N,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
Perfluorohexylchloride,BDUCYIFEYLMINO-UHFFFAOYSA-N,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(Cl)(F)F)(F)F)(F)F
"1,1-Dihydroperfluoroheptyl acrylate",XJAVADKMAMZXPW-UHFFFAOYSA-N,C=CC(=O)OCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
Perflexane,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
